;9;12;15;17;18;20;23;25;28;30;29;33;35;36;37;39;40;41;42;43;44;46;47;51;54;55;56;61;64;65;66;69;71;73;74;75;77;79;82;83;87;88;89;90;91;92;96;97;99;101;102;103;105;106;107;110;111;112;113;116;117;118;120;121;122;124;125;126;129;130;131;133;134;136;137;138;140;141;144;145;146;149;150;151;154;155;156;159;160;161;164;165;166;168;169;170;171;172;174;175;179;180;181;188;189;190;192;194;196;197;198;201;202;205;206;209;210;214;215;218;219;220;222;225;227;230;231;234;235;236;239;240;243;244;245;248;249;250;252;253;257;258;259;261;262;266;267;268;269;270;272;273;275;276;282;285;289;288;292;294;295;299;300;303;307;308;311;310;312;313;
FRASSINETTI Paola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.09;0;100;0;0;16.54;0;0;0;0;0;66.67;0;0;0;0;14.71;0;0;22.92;100;0;0;0;0;0;0;0;100;0;5.36;0;0;1.3;0;0;0;0;100;0;N.D.;N.D.;0;5.26;0;0;0;0;0;0;0;0;0;2.13;1.12;0;15.38;4.08;0;0;22.22;0;0;0;0;14;0;0;0;0;0;74.47;7.41;0;0;0;4.62;50;0;0;0;4.55;40.91;100;0.75;0;5;1.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.85;0;0;3.33;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;4.55;0;0;0;0;0;2.63;0;11.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.63
PAXIA Maria Laura;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.04;0;0;0;0;0;0.79;0;0;21.43;0;1.67;0;0;0;1.03;0;0;0;1.22;0;1.05;2.22;0;2.5;0;5.63;1.85;14.93;0;0;0;0;0;0;0;0;0;5.56;1.92;5.56;N.D.;N.D.;0;5.26;0;0;0;0;0;0;2;0;0;0;2.25;1.85;1.92;0;2.38;0;0;0;0;0;0;4;0;0;0;0;0;0;1.85;1.54;0;1.41;1.54;0;2.9;0;0;0;0;3.13;2.26;0;0;2.74;0;0;2.6;0;0;0;0;4.55;0;0;0;2.08;0;0;0;35.19;0;58.33;3.33;0;0;1.56;3.13;0;0;0;0;0;0;6.67;0;5.88;0;0;0;0;52.27;0;0;0;2.63;0;1.49;21.3;2.44;2.5;0;0;1.64;0;0;0;0;0;0;0;3.23;1.72;0;6.25;0;0;6.98;0;0;0;1.63
MANDELLI Andrea;0;0;0;0;0;0;0;0;8.33;0;0;0;0;0;0;72.73;0;0;0;0;1.57;0;0;0;0;0;0;0;0;4.12;0;0;0;0;0;0;0;0;28.75;0;0;1.85;0;0;0;1.79;0;2.38;0;0;9.09;0;0;0;0;N.D.;N.D.;5.56;0;0;0;0;0;0;0;0;0;0;2.13;14.61;0;0;0;2.38;0;0;0;0;0;0;52;0;0;0;0;0;0;0;33.85;0;0;0;0;0;0;0;13.64;4.55;0;0;0;10;0;0;0;0;0;0;0;32.56;0;0;0;0;0;0;0;0;0;0;33.33;0;0;0;0;0;0;0;0;0;0;0;1.67;0;5.88;0;0;0;0;0;0;33.96;0;15.79;0;0;47.22;0;0;0;0;1.64;0;0;2.33;0;0;0;0;0;3.45;0;0;11.11;0;2.33;0;0;0;0.81
SURIANO Simona;0;0;0;0;0;0;0;0;0;0;5.66;0;3.95;2.35;0;0;0;0;0;0;0;0;0;0;4;0;8.33;0;0;0;100;0;0;0;0;1.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.81;0;N.D.;N.D.;100;0;0;0;0;0;0;0;36;0;0;0;1.12;0;0;0;16.67;16;0;0;0;0;0;4;20;3.7;0;20.25;0;0;0;0;0;5.63;100;0;1.45;0;0;0;0;0;1.5;100;100;1.37;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;1.85;0;0;0;0;11.54;1.56;0;0;0;0;0;100;100;0;2.22;5.88;27.78;0;100;0;63.64;0;9.43;0;0;0;7.46;20.37;0;1.67;0;0;1.64;100;100;2.33;0;0;0;0;9.68;1.72;100;3.13;0;0;0;0;0;0;2.44
APREA Valentina;0;0;25;0;0;14.29;0;100;10;5.36;13.21;0;0;7.06;10.42;90.91;22.81;0;0;0;99.21;0;0;0;66;63.33;100;0;6.06;44.33;0;0;100;0;10.42;4.21;0;100;8.75;0;5.63;20.37;2.99;100;0;5.36;100;100;22.08;4.76;9.09;0;0;100;0;N.D.;N.D.;100;100;18.75;11.11;40;0;42.22;0;28;10.53;0;25.53;85.39;12.96;5.77;22.45;100;100;100;0;0;0;0;16;0;0;8.33;8.86;0;76.6;7.41;38.46;21.74;4.23;27.69;100;10.14;0;3.57;40.91;27.27;100;8.27;15.38;40;75.34;0;0;9.09;0;100;0;0;0;25;0;0;52.08;0;53.33;0;7.41;4.35;58.33;11.67;0;0;37.5;0;0;16.67;0;0;0;20;5;100;100;0;0;13.64;0;25;0;49.06;0;44.74;0;10.45;7.41;0;2.5;0;0;100;4.76;52.63;88.37;0;0;0;0;16.13;17.24;0;3.13;55.56;0;0;0;0;10.53;8.13
CRIPPA Andrea;0;0;0;0;0;0;0;0;0;3.57;1.89;0;1.32;2.35;1.04;0;0;0;0;0;0.79;9.52;0;0;62;30;0;0;0;3.09;0;0;3.7;0;6.25;2.11;2.22;100;8.75;0;1.41;1.85;2.99;0;0;1.79;0;11.9;0;0;0;42.86;0;0.96;0;N.D.;N.D.;100;10.53;0;5.56;0;100;4.44;0;0;5.26;0;100;100;100;17.31;8.16;0;0;0;70.77;9.09;0;0;0;0;3.7;8.33;3.8;14.29;21.28;7.41;20;0;9.86;9.23;0;1.45;0;3.57;4.55;0;6.25;2.26;7.69;10;6.85;100;0;7.79;0;5.88;66.67;26.74;100;80;0;0;22.92;3.23;0;0;57.41;32.61;8.33;21.67;0;7.69;3.13;100;100;0;100;0;0;80;23.33;8.89;11.76;8.33;0;4.55;0;59.09;100;100;0;0;100;2.99;77.78;100;0.83;0;0;13.11;97.62;100;6.98;0;0;3.85;11.11;100;100;75;25;0;100;100;0;100;15.79;100
COLLA Jari;0;0;0;0;66.67;0;0;31.25;0;5.36;0;0;2.63;16.47;1.04;0;0;100;0;0;1.57;33.33;0;0;0;3.33;8.33;0;0;0;0;0;100;1.22;0;3.16;6.67;0;12.5;0;2.82;1.85;38.81;0;0;0;0;0;3.9;0;0;0;0;0.96;0;N.D.;N.D.;0;10.53;0;5.56;0;0;2.22;0;4;5.26;0;0;3.37;0;0;0;2.38;0;0;23.08;0;0;0;0;0;3.7;0;1.27;0;0;0;3.08;0;2.82;0;0;1.45;0;0;0;0;0;4.51;0;0;71.23;0;0;1.3;0;0;0;2.33;4.55;30;0;0;2.08;0;0;0;0;4.35;0;8.33;0;7.69;7.81;100;100;0;0;0;0;80;5;0;41.18;0;0;4.55;0;4.55;0;5.66;0;0;0;1.49;12.04;4.88;5;0;100;0;4.76;0;2.33;0;0;7.69;100;6.45;0;0;18.75;0;0;37.21;0;0;5.26;0.81
SAITTA Eugenio;0;0;0;0;0;0;0;0;1.67;7.14;0;0;1.32;0;3.13;0;3.51;0;0;0;4.72;0;0;0;4;1.67;100;6.38;9.09;0;0;2.94;7.41;0;2.08;0;4.44;0;2.5;0;1.41;0;0.75;0;0;17.86;0;0;0;0;0;0;0;0;0;N.D.;N.D.;0;0;12.5;5.56;0;100;100;100;2;31.58;0;2.13;4.49;1.85;0;0;2.38;16;0;0;0;0;0;4;0;0;0;0;0;0;7.41;6.15;4.35;0;41.54;0;0;0;14.29;4.55;0;0;2.26;0;0;2.74;0;0;15.58;0;0;5.56;2.33;0;0;0;28.57;10.42;0;0;0;1.85;2.17;0;0;0;3.85;1.56;0;0;0;0;0;0;0;6.67;2.22;0;30.56;0;0;0;6.82;30.77;3.77;0;0;0;7.46;25.93;0;15;0;0;11.48;100;100;0;0;0;3.85;0;0;1.72;100;0;0;0;0;0;0;0;3.25
DELLA FRERA Guido;83.33;0;0;0;66.67;0;0;100;38.33;100;92.45;0;0;37.65;51.04;100;100;100;41.18;0;100;4.76;0;100;62;20;100;6.38;100;100;100;17.65;100;100;100;100;42.22;100;8.75;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;N.D.;N.D.;38.89;100;37.5;38.89;100;0;100;100;42;84.21;100;100;100;100;19.23;6.12;14.29;24;100;100;100;66.67;100;100;0;48.15;100;1.27;35.71;100;100;100;100;100;100;100;100;100;14.29;77.27;100;100;65.41;0;15;100;100;100;100;100;100;27.78;43.02;100;100;100;100;100;0;0;100;100;100;100;100;0;15.38;100;0;0;0;0;100;100;100;100;100;100;100;100;100;0;43.18;100;100;100;2.63;100;100;100;100;100;50;100;100;2.38;52.63;100;100;100;100;100;6.45;24.14;100;100;100;83.33;100;100;100;100;100
LOREFICE Marialucia;0;0;0;0;0;0;0;0;1.67;8.93;5.66;0;2.63;5.88;7.29;0;0;0;5.88;0;7.09;0;0;0;4;13.33;0;4.26;0;1.03;40;0;11.11;7.32;2.08;9.47;0;0;18.75;0;0;0;3.73;0;0;7.14;0;2.38;5.19;0;0;35.71;0;4.81;0;N.D.;N.D.;0;0;0;11.11;0;0;33.33;0;4;5.26;0;0;5.62;7.41;0;0;4.76;4;0;29.23;0;0;0;2;0;0;0;6.33;0;2.13;0;23.08;34.78;0;6.15;0;2.9;0;0;0;0;0;0;92.31;0;21.92;0;0;5.19;0;5.88;0;19.77;13.64;15;0;0;12.5;12.9;0;0;5.56;21.74;0;1.67;0;26.92;0;6.25;0;0;0;0;0;0;0;0;0;5.56;0;40.91;0;0;0;0;0;0;0;8.96;1.85;0;0;0;0;1.64;2.38;0;0;0;0;7.69;0;3.23;36.21;0;6.25;0;0;16.28;0;0;0;8.13
SQUERI Luca;0;100;25;0;0;0;0;93.75;15;5.36;0;0;44.74;12.94;31.25;90.91;28.07;0;100;0;7.09;0;0;7.14;0;38.33;0;6.38;0;18.56;20;0;7.41;100;4.17;46.32;53.33;0;100;7.14;9.86;33.33;100;0;0;3.57;22.22;45.24;42.86;47.62;18.18;57.14;0;11.54;5.56;N.D.;N.D.;44.44;47.37;12.5;22.22;100;0;53.33;0;2;5.26;0;19.15;24.72;16.67;69.23;4.08;11.9;12;11.11;16.92;0;0;0;32;100;3.7;8.33;100;0;19.15;5.56;7.69;0;0;6.15;100;42.03;0;25;45.45;100;15.63;39.1;0;25;9.59;50;0;38.96;0;5.88;0;5.81;4.55;5;50;0;35.42;3.23;0;100;16.67;0;0;26.67;0;26.92;28.13;3.13;0;16.67;0;0;0;20;21.67;6.67;41.18;100;0;22.73;46.67;63.64;0;66.04;0;100;0;35.82;29.63;0;65.83;0;0;21.31;33.33;5.26;86.05;14.29;0;46.15;50;3.23;1.72;0;3.13;0;50;37.21;0;0;10.53;8.94
MARZANA Maria;0;0;0;0;0;0;0;0;6.67;3.57;0;0;0;0;2.08;9.09;0;0;0;0;0;0;0;0;0;0;0;2.13;0;3.09;0;0;0;0;4.17;1.05;0;0;3.75;0;0;1.85;0.75;0;0;1.79;0;7.14;0;2.38;0;7.14;0;0.96;0;N.D.;N.D.;0;5.26;6.25;0;0;0;0;0;2;0;0;0;1.12;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100;100;100;100;100;100;100
IEZZI Igor Giancarlo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.09;0;0;0;0;0;0;0;0;0;0;0;0;0;21.65;0;0;0;0;0;3.16;2.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N.D.;N.D.;0;0;0;0;0;0;0;0;2;0;0;6.38;0;1.85;3.85;0;0;0;33.33;1.54;0;0;0;2;0;0;0;0;0;0;1.85;0;0;0;0;0;0;0;0;0;13.64;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;1.85;0;33.33;0;0;0;0;100;100;0;0;0;0;0;1.67;0;0;100;100;100;100;100;0;3.77;0;0;0;0;0;2.44;0;0;0;1.64;2.38;10.53;0;0;0;0;100;0;1.72;0;0;0;0;0;0;0;5.26;1.63
FICARA Paolo;0;0;0;0;0;0;0;0;0;3.57;0;0;2.63;0;0;0;0;0;0;0;3.15;0;0;0;0;1.67;0;0;3.03;0;0;2.94;1.85;0;0;3.16;0;0;0;0;100;0;2.24;0;0;0;0;0;0;0;0;0;0;1.92;0;N.D.;N.D.;0;0;0;0;0;0;0;0;0;0;0;2.13;0;0;0;2.04;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3.08;0;1.41;0;0;0;0;0;0;0;0;1.5;0;0;1.37;0;0;0;0;100;0;0;4.55;0;0;0;0;3.23;0;0;1.85;0;0;1.67;0;3.85;1.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.27;0;0;0;0;0;0;4.63;0;0;0;0;0;2.38;0;0;0;0;3.85;0;0;0;0;0;0;0;2.33;0;0;0;1.63
ZANELLA Federica;0;0;0;0;0;0;11.11;0;1.67;26.79;1.89;0;0;3.53;0;72.73;8.77;0;0;0;3.94;0;0;0;0;0;0;0;3.03;20.62;0;100;100;0;8.33;0;0;0;1.25;0;0;7.41;18.66;0;0;0;0;0;1.3;0;9.09;0;0;2.88;100;N.D.;N.D.;0;5.26;0;0;0;0;0;0;0;0;0;2.13;16.85;3.7;11.54;4.08;0;0;0;0;9.09;25;0;6;0;0;0;2.53;0;19.15;1.85;0;0;1.41;3.08;0;0;0;3.57;0;13.64;3.13;0.75;0;5;72.6;0;0;5.19;0;0;11.11;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.22;0;0;0;4.55;0;0;0;1.89;0;2.63;0;0;0;0;4.17;0;0;1.64;2.38;0;4.65;0;0;0;0;0;1.72;0;0;0;0;0;0;0;0;4.07
BRAMBILLA Michela Vittoria;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;28.57;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;N.D.;N.D.;100;100;100;83.33;100;0;100;100;100;100;100;100;95.51;100;100;100;90.48;100;100;100;100;100;100;100;100;100;100;100;100;100;100;61.54;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;88.46;59.38;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
GARAVAGLIA Massimo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.36;0;0;0;0;0;28.42;0;0;0;0;0;0;0;0;0;23.21;0;2.38;0;0;0;0;0;0.96;0;N.D.;N.D.;0;0;0;0;0;0;97.78;0;0;0;0;0;0;18.52;96.15;0;73.81;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.18;0;0;0;0;0;0;0;0;0;0;94.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;83.33;0;0;0;100;16.67;8.89;100;2.78;0;4.55;6.67;25;100;98.11;0;100;41.67;2.99;65.74;29.27;46.67;0;0;45.9;97.62;57.89;2.33;85.71;0;15.38;0;29.03;29.31;0;100;0;0;20.93;0;100;0;64.23
MUSELLA Graziano;0;0;0;0;0;0;0;0;0;8.93;1.89;0;0;3.53;30.21;100;100;16.67;0;0;99.21;0;0;0;12;0;0;2.13;0;2.06;0;2.94;0;100;2.08;54.74;0;0;12.5;7.14;2.82;55.56;100;100;0;5.36;100;100;2.6;2.38;100;7.14;100;100;0;N.D.;N.D.;5.56;36.84;6.25;38.89;100;0;4.44;0;2;21.05;100;12.77;24.72;11.11;100;6.12;14.29;0;22.22;100;9.09;0;0;18;100;100;100;0;14.29;100;11.11;0;17.39;100;100;100;40.58;100;100;100;100;100;40.6;100;100;82.19;0;0;68.83;100;100;11.11;11.63;100;45;0;28.57;25;0;0;0;100;100;100;5;0;0;3.13;0;0;0;0;100;0;0;18.33;2.22;5.88;2.78;0;100;0;2.27;7.69;3.77;0;100;0;0;55.56;100;100;0;0;100;7.14;52.63;88.37;0;0;0;0;0;100;0;9.38;0;0;13.95;100;100;100;100
MURA Andrea;100;0;100;0;0;100;100;93.75;100;96.43;100;100;100;100;100;100;100;100;100;100;100;100;100;100;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.
VERSACE Giuseppina;0;0;0;0;0;0;0;0;0;0;7.55;0;22.37;9.41;10.42;90.91;7.02;0;0;100;30.71;100;100;0;0;1.67;100;2.13;3.03;6.19;0;0;11.11;100;100;100;0;0;50;7.14;52.11;27.78;23.88;100;0;17.86;0;0;100;9.52;9.09;42.86;0;2.88;0;N.D.;N.D.;11.11;36.84;18.75;38.89;0;100;8.89;0;10;5.26;0;6.38;42.7;61.11;26.92;2.04;21.43;8;100;7.69;90.91;0;0;12;0;7.41;58.33;100;7.14;100;100;20;0;100;43.08;0;100;100;100;100;100;100;100;100;55;13.7;50;0;23.38;0;0;55.56;24.42;0;50;0;28.57;18.75;3.23;100;0;100;34.78;16.67;6.67;0;7.69;21.88;100;100;0;0;0;100;100;100;15.56;100;33.33;0;59.09;13.33;59.09;46.15;32.08;100;100;0;100;43.52;75.61;100;50;100;100;16.67;84.21;90.7;100;100;100;5.56;6.45;3.45;75;15.63;0;0;58.14;0;0;10.53;33.33
CABRAS Pino;0;0;0;0;0;0;0;0;0;1.79;0;0;2.63;3.53;4.17;0;0;0;100;100;100;0;0;0;2;0;0;2.13;3.03;0;0;0;1.85;0;0;0;4.44;0;0;0;0;0;2.99;0;0;0;0;0;0;0;0;0;0;2.88;0;N.D.;N.D.;0;0;0;0;0;0;0;0;0;100;0;4.26;5.62;0;3.85;0;0;0;0;1.54;0;0;0;0;0;0;0;2.53;0;0;1.85;6.15;8.7;1.41;4.62;100;0;0;3.57;0;0;0;1.5;0;5;26.03;0;0;1.3;0;0;0;0;0;0;0;0;0;16.13;26.67;0;1.85;0;0;8.33;0;0;0;0;0;83.33;0;0;0;0;0;8.89;0;0;0;4.55;0;0;0;1.89;100;7.89;0;1.49;4.63;0;30.83;0;0;0;0;0;0;0;0;0;0;0;0;0;15.63;0;0;6.98;0;0;0;0
BIANCHI Matteo Luigi;0;0;0;0;0;0;0;0;0;0;0;0;1.32;0;0;0;0;0;0;0;0;100;100;0;2;0;0;95.74;0;0;100;0;0;1.22;0;62.11;0;0;0;0;0;0;1.49;0;0;0;0;0;0;0;0;0;0;0;0;N.D.;N.D.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.75;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41;0;0;0;0;0;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.89;100;97.37;0;0;0;2.44;0;0;0;1.64;0;0;0;0;0;0;0;100;8.62;0;0;100;0;0;0;0;0;0
TARANTINO Leonardo;0;0;0;0;33.33;0;0;0;0;0;0;0;0;0;2.08;0;0;100;0;0;0;0;0;0;18;0;16.67;0;3.03;0;100;0;0;0;0;0;46.67;0;1.25;0;0;0;4.48;0;0;0;0;0;6.49;0;0;0;0;0.96;0;N.D.;N.D.;11.11;21.05;18.75;0;0;0;2.22;0;2;5.26;57.14;0;5.62;0;1.92;0;0;0;0;16.92;0;0;0;0;0;0;16.67;1.27;0;0;100;1.54;0;0;0;0;0;0;3.57;0;0;6.25;0.75;0;0;0;0;0;1.3;0;0;0;0;0;25;0;0;2.08;0;0;0;0;0;0;3.33;0;0;3.13;100;100;0;0;0;100;0;0;0;5.88;0;0;0;0;0;100;0;0;0;4.17;1.49;0.93;2.44;2.5;0;0;0;2.38;0;2.33;0;0;0;0;0;0;0;12.5;0;0;55.81;0;100;0;0.81
CADEDDU Luciano;0;0;0;0;0;0;0;0;0;1.79;0;0;0;1.18;1.04;0;1.75;0;0;0;0.79;0;0;0;0;3.33;0;0;3.03;0;0;0;0;0;0;2.11;0;0;12.5;0;1.41;1.85;0.75;0;0;5.36;0;2.38;2.6;80.95;9.09;0;0;0;0;N.D.;N.D.;5.56;15.79;12.5;5.56;0;0;0;0;48;78.95;0;100;2.25;90.74;0;2.04;0;0;0;21.54;0;0;0;0;0;0;0;0;0;2.13;1.85;3.08;4.35;0;1.54;0;0;0;3.57;0;0;0;2.26;0;0;0;0;0;3.9;0;5.88;0;0;0;0;0;0;0;0;0;0;0;100;100;100;0;0;0;0;0;0;0;0;25;0;0;0;5.88;0;0;0;0;34.09;0;5.66;0;2.63;0;1.49;1.85;0;2.5;0;0;0;0;5.26;0;0;0;0;0;0;0;0;0;0;0;4.65;0;0;0;2.44
PAROLO Ugo;0;0;0;0;0;0;0;0;0;1.79;1.89;0;0;2.35;18.75;0;3.51;100;0;0;0;0;0;0;0;0;0;0;0;3.09;20;0;0;100;0;3.16;0;0;0;50;4.23;0;0;0;0;1.79;100;100;3.9;9.52;54.55;0;0;2.88;100;N.D.;N.D.;11.11;5.26;6.25;22.22;0;0;0;0;32;5.26;0;0;10.11;0;0;2.04;0;16;0;1.54;9.09;0;0;8;0;0;0;0;0;2.13;0;1.54;0;5.63;13.85;0;100;0;10.71;0;13.64;0;0;0;30;0;0;0;0;0;0;0;5.81;0;0;0;0;0;0;0;0;0;0;0;13.33;0;3.85;0;0;0;0;0;0;0;0;0;0;5.88;0;0;54.55;0;22.73;0;1.89;0;39.47;0;1.49;1.85;2.44;0;0;0;0;0;52.63;4.65;0;0;0;0;61.29;1.72;0;0;0;0;44.19;0;0;0;0
RAVETTO Laura;0;0;0;0;66.67;0;11.11;6.25;25;37.5;15.09;0;9.21;34.12;15.63;100;100;100;0;0;10.24;4.76;0;0;4;1.67;100;0;6.06;14.43;0;2.94;0;28.05;22.92;31.58;53.33;0;26.25;7.14;100;3.7;0;0;0;8.93;22.22;26.19;9.09;9.52;18.18;0;0;1.92;0;N.D.;N.D.;16.67;21.05;100;100;100;0;13.33;0;38;10.53;0;17.02;32.58;14.81;34.62;12.24;4.76;24;22.22;7.69;0;0;0;34;0;3.7;0;8.86;0;36.17;14.81;15.38;100;33.8;36.92;0;14.49;0;100;100;13.64;9.38;41.35;0;10;100;100;0;53.25;0;11.76;0;17.44;0;15;0;0;16.67;12.9;100;0;98.15;15.22;25;53.33;0;0;0;6.25;0;0;0;0;0;0;5;8.89;0;0;0;9.09;0;31.82;30.77;49.06;0;2.63;58.33;16.42;16.67;100;43.33;0;0;19.67;26.19;57.89;58.14;0;0;3.85;22.22;12.9;25.86;0;0;0;0;9.3;100;100;100;100
LAPIA Mara;0;0;0;0;0;0;11.11;0;3.33;7.14;1.89;0;3.95;4.71;6.25;18.18;1.75;0;0;0;1.57;0;0;0;0;23.33;0;2.13;0;0;0;2.94;1.85;0;4.17;60;0;0;2.5;0;1.41;0;3.73;0;0;12.5;0;4.76;1.3;2.38;100;100;100;100;100;N.D.;N.D.;11.11;15.79;6.25;5.56;0;0;31.11;0;4;0;0;100;100;100;11.54;0;4.76;4;0;6.15;9.09;0;0;4;0;0;41.67;13.92;0;0;37.04;4.62;4.35;0;3.08;0;14.49;0;14.29;0;0;3.13;9.02;7.69;0;1.37;0;0;11.69;0;5.88;0;1.16;9.09;0;0;0;0;3.23;0;0;3.7;6.52;0;6.67;0;0;3.13;28.13;0;0;0;0;0;0;100;100;100;0;100;100;0;0;0;0;0;2.63;0;4.48;4.63;2.44;0.83;0;0;1.64;9.52;0;6.98;0;0;0;11.11;0;100;0;3.13;0;0;4.65;0;0;5.26;12.2
MOLTENI Nicola;0;0;100;0;0;0;0;0;38.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88.89;0;0;0;0;12.96;0;0;0;5.36;0;7.14;81.82;0;0;0;11.11;22.12;0;N.D.;N.D.;0;0;0;0;0;0;97.78;0;0;0;0;0;0;0;96.15;73.47;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.75;100;100;0;0;0;0;0;25;17.78;0;0;0;22.73;20;50;46.15;9.43;0;5.26;41.67;40.3;67.59;7.32;100;0;0;14.75;21.43;57.89;4.65;100;0;7.69;55.56;25.81;82.76;0;0;0;16.67;25.58;0;100;5.26;37.4
LUPI Maurizio Enzo;0;0;12.5;0;0;0;11.11;0;38.33;37.5;0;0;0;0;27.08;0;0;0;0;0;0.79;0;0;0;42;0;0;0;0;0;0;0;42.59;26.83;18.75;12.63;60;0;17.5;0;0;0;0;0;0;0;0;0;0;0;9.09;0;0;0;38.89;N.D.;N.D.;16.67;0;0;0;0;0;11.11;0;84;0;0;0;5.62;18.52;46.15;38.78;54.76;24;0;13.85;0;0;0;36;0;0;0;17.72;7.14;0;1.85;35.38;13.04;11.27;6.15;0;0;0;0;9.09;72.73;0;0;7.69;0;0;0;0;10.39;0;0;0;17.44;0;40;0;0;0;3.23;0;0;11.11;17.39;0;15;0;3.85;1.56;0;0;83.33;0;0;0;0;18.33;24.44;0;50;0;0;0;0;0;15.09;0;0;58.33;0;0;0;0;0;0;1.64;7.14;0;2.33;0;0;0;0;80.65;0;25;37.5;0;0;55.81;0;0;47.37;8.13
